DATAFLOW,LAST UPDATE,freq,dairyprod,milkitem,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),France,2018,103.34,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),France,2019,125.08,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),France,2020,125.89,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),France,2021,125.92,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),France,2022,104.15,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),France,2023,90.32,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),France,2024,90.37,p,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Croatia,2024,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2016,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2017,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2018,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2019,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2020,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2021,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2022,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2023,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Hungary,2024,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Ireland,2024,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2015,58.06,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2016,56.37,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2017,56.47,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2018,52.05,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2019,53.90,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2020,57.20,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2021,58.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2022,56.67,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2023,56.75,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Italy,2024,57.44,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Lithuania,2024,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Luxembourg,2024,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Latvia,2024,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Montenegro,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Montenegro,2016,0.00,p,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Montenegro,2017,0.00,p,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Montenegro,2018,0.00,p,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Montenegro,2019,0.00,p,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),North Macedonia,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Malta,2024,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2021,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2022,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Netherlands,2023,0.00,n,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Norway,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Norway,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2020,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2021,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2022,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2023,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Poland,2024,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Portugal,2015,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Portugal,2016,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Portugal,2017,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Portugal,2018,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Portugal,2019,0.00,,
ESTAT:APRO_MK_FARM$DEFAULTVIEW(1.0),04/12/25 11:00:00,Annual,"Milk products, other than drinking milk, cream, butter and cheese, delivered to dairies",Utilization of whole milk (1 000 t),Portugal,2020,0.00,,
