STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,so_eur,Standard output in Euros,crops,Crops,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CY,Cyprus,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CY,Cyprus,2013,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CY,Cyprus,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CY,Cyprus,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CY,Cyprus,2023,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CZ,Czechia,2005,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CZ,Czechia,2007,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CZ,Czechia,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CZ,Czechia,2013,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CZ,Czechia,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CZ,Czechia,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,CZ,Czechia,2023,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DE,Germany,2005,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DE,Germany,2007,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DE,Germany,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DE,Germany,2013,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DE,Germany,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DE,Germany,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DE,Germany,2023,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DK,Denmark,2005,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DK,Denmark,2007,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DK,Denmark,2010,,1.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DK,Denmark,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DK,Denmark,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DK,Denmark,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,DK,Denmark,2023,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EE,Estonia,2005,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EE,Estonia,2007,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EE,Estonia,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EE,Estonia,2013,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EE,Estonia,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EE,Estonia,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EE,Estonia,2023,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EL,Greece,2005,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EL,Greece,2007,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EL,Greece,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EL,Greece,2013,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EL,Greece,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EL,Greece,2020,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EL,Greece,2023,,0.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,ES,Spain,2005,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,ES,Spain,2007,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,ES,Spain,2010,,0.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,ES,Spain,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,ES,Spain,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,ES,Spain,2020,,3.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,ES,Spain,2023,,2.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,0.2,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2007,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,0.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,0.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,0.6,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,1.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,1.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2007,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,0.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,0.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,0.6,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,1.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,1.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FI,Finland,2005,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FI,Finland,2007,,0.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FI,Finland,2010,,0.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FI,Finland,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FI,Finland,2023,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FR,France,2005,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FR,France,2007,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FR,France,2010,,1.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FR,France,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FR,France,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FR,France,2020,,5.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,FR,France,2023,,0.2,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HR,Croatia,2007,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HR,Croatia,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HR,Croatia,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HR,Croatia,2016,,4.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HR,Croatia,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HR,Croatia,2023,,16.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HU,Hungary,2005,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HU,Hungary,2007,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HU,Hungary,2010,,0.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HU,Hungary,2013,,0.5,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HU,Hungary,2016,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HU,Hungary,2020,,1.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,HU,Hungary,2023,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IE,Ireland,2005,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IE,Ireland,2007,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IE,Ireland,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IE,Ireland,2013,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IE,Ireland,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IE,Ireland,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IT,Italy,2005,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IT,Italy,2007,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IT,Italy,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IT,Italy,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IT,Italy,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE0,Zero euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,IT,Italy,2020,,2.3,,,,,
