DATAFLOW,LAST UPDATE,freq,milkitem,dairyprod,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Bulgaria,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Cyprus,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Czechia,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Germany,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Germany,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Germany,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Germany,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Germany,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Germany,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Denmark,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Denmark,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Denmark,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Denmark,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Denmark,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Denmark,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Denmark,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Estonia,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Greece,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Greece,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Greece,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Greece,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Greece,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Greece,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2016,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2017,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2018,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2019,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2020,0.96,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2021,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2022,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Spain,2023,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Finland,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,France,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,France,2017,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,France,2021,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,France,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,France,2023,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Croatia,2017,0,n,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Croatia,2019,0,n,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Croatia,2020,0,n,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Croatia,2021,0,n,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Croatia,2022,0,n,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Croatia,2023,0,n,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2016,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2017,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2018,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2019,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2020,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2021,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2022,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Hungary,2023,,,C
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Ireland,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Ireland,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Ireland,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Ireland,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Ireland,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Ireland,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Iceland,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Iceland,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Iceland,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Iceland,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Iceland,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Iceland,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Iceland,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2016,514.01,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2017,946.83,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2018,1164.73,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2019,807.5,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2020,868.08,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2021,772.85,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2022,741.71,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Italy,2023,732.7,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Lithuania,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Lithuania,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Lithuania,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Lithuania,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Lithuania,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Lithuania,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Luxembourg,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Latvia,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Latvia,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Latvia,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Latvia,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Latvia,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Latvia,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Latvia,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Montenegro,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Montenegro,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Montenegro,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Montenegro,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Montenegro,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Montenegro,2021,0,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Malta,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2016,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2017,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2018,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2019,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2020,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2021,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2022,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Netherlands,2023,0,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Raw cream delivered to dairies (in milk equivalent),Thousand tonnes,Norway,2016,0,,
