DATAFLOW,LAST UPDATE,freq,agriprod,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Lithuania,2015,216,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Lithuania,2021,,,C
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Lithuania,2022,,,C
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Lithuania,2023,,,C
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Lithuania,2024,,,C
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2015,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2016,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2017,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2018,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2019,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2020,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2021,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2022,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2023,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Luxembourg,2024,4,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Latvia,2015,184,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Latvia,2021,188,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Latvia,2022,73,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Latvia,2023,87,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Latvia,2024,69,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Montenegro,2021,8,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Montenegro,2022,8,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Montenegro,2023,8,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Montenegro,2024,8,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Malta,2015,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Malta,2016,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Malta,2017,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Malta,2018,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Malta,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Malta,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Malta,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2015,602,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2016,622,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2017,712,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2018,641,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2019,563,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2020,633,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2021,646,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2022,485,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2023,580,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Norway,2024,540,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Poland,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Poland,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Poland,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Poland,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Poland,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Romania,2016,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Romania,2020,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Romania,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Romania,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Romania,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2016,5,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2017,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2018,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2021,10,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2022,5,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2023,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Serbia,2024,5,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2015,1131,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2016,1138,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2017,1109,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2018,1187,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2019,1063,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2020,993,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2021,922,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2022,854,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2023,752,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Sweden,2024,625,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovenia,2015,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovenia,2022,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovenia,2023,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovenia,2024,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovakia,2015,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovakia,2016,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovakia,2017,194,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovakia,2021,21,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovakia,2022,42,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovakia,2023,24,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Slovakia,2024,85,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Türkiye,2015,14,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Türkiye,2016,47,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Türkiye,2017,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Türkiye,2018,50,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Türkiye,2021,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,Türkiye,2024,54,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,United Kingdom,2015,7600,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,United Kingdom,2016,7300,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,United Kingdom,2017,7900,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,United Kingdom,2018,7600,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Sheepmeat,Tonne,United Kingdom,2019,4900,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Belgium,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Belgium,2022,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Belgium,2023,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Belgium,2024,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2015,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2016,35,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2017,13,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2018,40,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2020,8,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2021,14,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2022,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Bulgaria,2024,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Cyprus,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Cyprus,2020,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Cyprus,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Cyprus,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Cyprus,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Cyprus,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2015,21,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2016,18,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2017,19,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2018,19,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2019,24,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2020,26,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2021,20,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2022,23,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2023,23,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Czechia,2024,23,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Denmark,2016,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Denmark,2017,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Denmark,2018,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Denmark,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Denmark,2022,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2015,4,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2016,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2017,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2018,4,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2019,4,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2020,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2021,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2022,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2023,4,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Estonia,2024,1,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Greece,2021,14,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2015,520,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2016,411,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2017,311,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2018,491,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2019,482,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2020,462,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2021,550,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2022,486,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2023,559,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Spain,2024,658,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2015,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2016,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2017,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2018,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2022,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2023,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Finland,2024,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2015,13,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2016,14,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2017,13,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2018,17,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2019,21,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2020,18,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2021,18,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2022,27,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2023,40,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Croatia,2024,34,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Hungary,2021,1,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Hungary,2022,1,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Hungary,2023,1,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Hungary,2024,1,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Ireland,2017,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Ireland,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Ireland,2020,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Ireland,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Ireland,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Ireland,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Ireland,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Iceland,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Iceland,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Italy,2015,635,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Italy,2021,1080,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Italy,2022,1157,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Italy,2023,574,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Italy,2024,754,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Lithuania,2015,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Lithuania,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Lithuania,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Lithuania,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Lithuania,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2015,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2016,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2017,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2018,,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2022,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2023,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Luxembourg,2024,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Latvia,2015,6,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Latvia,2021,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Latvia,2022,5,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goat meat,Tonne,Latvia,2023,10,,
