DATAFLOW,LAST UPDATE,freq,am_item,indic_agr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2017,400223.15,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2018,404982.04,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2019,416018.58,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2020,410012.22,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2021,447041.60,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2022,536951.90,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2023,531015.67,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2024,526372.66,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020),2025,557649.87,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2016,391928.36,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2017,414340.98,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2018,418500.87,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2019,430496.33,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2020,424757.53,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2021,461982.62,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2022,554060.81,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2023,548074.85,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2024,543760.19,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2025,575936.57,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2016,4173.69,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2017,4117.98,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2018,4231.48,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2019,4763.77,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2020,4457.13,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2021,4314.51,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2022,5459.57,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2023,5119.82,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2024,5120.17,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Finland,2025,5123.78,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2016,69325.72,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2017,72010.93,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2018,77016.54,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2019,76644.78,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2020,73925.06,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2021,80129.57,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2022,96045.71,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2023,95804.68,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2024,87184.88,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,France,2025,89714.13,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2016,2114.34,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2017,2126.03,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2018,2247.09,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2019,2328.63,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2020,2314.82,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2021,2645.91,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2022,3165.72,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2023,2728.92,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2024,2962.36,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Croatia,2025,3078.13,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2016,7979.54,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2017,8064.75,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2018,8091.83,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2019,8339.04,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2020,8048.34,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2021,9187.95,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2022,10044.17,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2023,11183.56,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2024,10161.53,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Hungary,2025,10724.47,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2016,7437.10,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2017,8522.20,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2018,8643.76,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2019,8398.71,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2020,8833.38,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2021,10093.06,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2022,12883.75,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2023,11411.96,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2024,12400.63,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Ireland,2025,13890.01,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2016,391.11,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2017,420.69,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2018,379.53,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2019,371.22,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2020,359.25,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2021,388.98,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2022,467.90,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2023,490.60,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2024,520.00,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Iceland,2025,579.73,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2016,50666.43,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2017,52239.47,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2018,54706.39,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2019,54178.04,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2020,54074.94,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2021,57790.58,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2022,68976.97,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2023,68134.67,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2024,70088.99,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Italy,2025,73434.45,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2016,2510.72,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2017,2808.52,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2018,2577.58,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2019,2877.95,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2020,3133.92,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2021,3343.78,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2022,4908.00,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2023,3972.29,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2024,4020.75,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Lithuania,2025,4097.58,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2016,406.18,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2017,429.35,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2018,435.34,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2019,442.64,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2020,440.25,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2021,501.36,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2022,597.08,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2023,596.27,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2024,624.31,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Luxembourg,2025,664.86,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2016,1246.80,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2017,1355.93,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2018,1290.48,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2019,1571.58,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2020,1655.65,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2021,1711.39,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2022,2288.48,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2023,1792.59,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2024,1884.46,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Latvia,2025,2068.53,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2016,1425.46,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2017,1289.96,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2018,1434.98,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2019,1368.28,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2020,1437.59,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2021,1295.07,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2022,1505.26,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,North Macedonia,2023,1390.20,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2016,126.12,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2017,121.78,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2018,121.17,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2019,126.40,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2020,121.09,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2021,122.37,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2022,138.36,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2023,141.13,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2024,142.74,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Malta,2025,141.67,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2016,30579.57,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2017,32125.61,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2018,31524.89,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2019,32862.30,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2020,31796.25,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2021,34768.04,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2022,40925.71,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2023,41686.80,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2024,41636.50,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Netherlands,2025,42459.86,e,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2016,4399.33,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2017,4307.22,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2018,4011.61,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2019,4197.77,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2020,4096.51,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2021,4509.49,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2022,5300.58,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2023,4631.72,,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Output of the agricultural 'industry',Production value at producer price,Million euro,Norway,2024,4787.76,,
