DATAFLOW,LAST UPDATE,freq,am_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020),2023,7591.97,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020),2024,7519.12,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020),2025,7351.24,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2016,9538.45,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2017,9148.47,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2018,9059.42,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2019,8882.98,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2020,8088.45,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2021,8076.90,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2022,7962.84,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2023,7718.84,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2024,7645.16,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),European Union - 27 countries (from 2020) and European Free Trade Association (EFTA) countries,2025,7477.46,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2016,71.50,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2017,70.30,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2018,69.10,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2019,67.90,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2020,65.59,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2021,64.60,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2022,63.93,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2023,58.08,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2024,56.97,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Finland,2025,56.39,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2016,752.91,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2017,745.66,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2018,741.08,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2019,734.92,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2020,717.81,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2021,714.52,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2022,722.41,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2023,703.85,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2024,699.78,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),France,2025,696.30,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2016,174.00,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2017,174.00,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2018,174.78,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2019,176.38,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2020,172.28,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2021,171.28,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2022,173.31,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2023,172.29,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2024,172.18,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Croatia,2025,173.94,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2016,434.28,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2017,421.42,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2018,391.60,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2019,358.89,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2020,326.94,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2021,319.03,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2022,289.53,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2023,274.16,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2024,248.98,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Hungary,2025,244.72,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2016,160.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2017,159.26,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2018,158.42,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2019,157.78,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2020,156.94,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2021,156.94,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2022,156.94,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2023,167.25,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2024,167.25,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Ireland,2025,168.11,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2016,3.83,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2017,3.76,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2018,3.73,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2019,3.77,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2020,3.64,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2021,3.53,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2022,3.52,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2023,3.56,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2024,3.73,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Iceland,2025,3.73,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2016,1081.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2017,1061.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2018,1084.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2019,1072.00,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2020,1028.00,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2021,1057.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2022,1060.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2023,912.10,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2024,917.60,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Italy,2025,911.68,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2016,148.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2017,146.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2018,143.37,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2019,134.63,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2020,125.26,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2021,117.01,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2022,120.10,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2023,115.60,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2024,114.50,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Lithuania,2025,102.34,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2016,3.45,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2017,3.43,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2018,3.42,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2019,3.34,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2020,3.55,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2021,3.52,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2022,3.53,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2023,3.49,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2024,3.36,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Luxembourg,2025,3.35,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2016,76.25,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2017,74.71,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2018,70.51,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2019,70.00,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2020,67.15,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2021,61.15,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2022,62.61,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2023,55.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2024,54.16,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Latvia,2025,51.87,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),North Macedonia,2016,136.92,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),North Macedonia,2017,118.72,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),North Macedonia,2018,93.21,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),North Macedonia,2019,95.78,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),North Macedonia,2020,86.45,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),North Macedonia,2021,81.51,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),North Macedonia,2022,68.69,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2016,5.04,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2017,5.04,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2018,5.04,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2019,5.04,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2020,5.40,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2021,5.83,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2022,6.12,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2023,6.34,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2024,6.82,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Malta,2025,6.85,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2016,152.02,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2017,155.29,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2018,159.89,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2019,161.27,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2020,160.60,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2021,161.02,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2022,156.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2023,157.41,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2024,156.78,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Netherlands,2025,154.52,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2016,44.20,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2017,43.40,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2018,42.90,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2019,42.40,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2020,42.83,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2021,42.10,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2022,41.05,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2023,41.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2024,41.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Norway,2025,42.50,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2016,1937.10,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2017,1675.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2018,1675.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2019,1675.80,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2020,1427.70,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2021,1427.50,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2022,1427.50,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2023,1366.60,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2024,1366.60,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Poland,2025,1366.60,e,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Portugal,2016,251.02,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Portugal,2017,239.94,,
ESTAT:AACT_ALI01$DEFAULTVIEW(1.0),13/05/26 11:00:00,Annual,Total agricultural labour input,Thousand annual working units (AWU),Portugal,2018,238.54,,
