DATAFLOW,LAST UPDATE,freq,milkitem,dairyprod,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Italy,2018,1308.03,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Italy,2019,1327.30,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Italy,2020,1344.69,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Italy,2021,1374.23,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Italy,2022,1359.08,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Italy,2023,1344.11,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Italy,2024,1358.59,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2013,113.05,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2014,102.51,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2015,100.96,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2016,97.50,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2017,99.57,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2018,101.05,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2019,97.85,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2020,100.61,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2021,97.88,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2022,93.98,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2023,95.58,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Lithuania,2024,101.76,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2013,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2014,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2015,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2016,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2017,3.21,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2018,2.77,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2019,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2020,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2021,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2022,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2023,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Luxembourg,2024,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2014,34.74,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2015,38.38,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2016,38.63,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2017,46.35,p,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2018,47.42,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2019,50.51,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2020,51.91,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2021,52.42,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2022,50.61,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2023,56.49,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Latvia,2024,56.70,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Montenegro,2013,1.00,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Montenegro,2015,0.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Montenegro,2016,1.20,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Montenegro,2017,1.20,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Montenegro,2018,1.30,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Montenegro,2019,1.78,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,North Macedonia,2018,13.07,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2013,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2014,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2015,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2016,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2017,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2018,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2019,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2020,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2021,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2022,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2023,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Malta,2024,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2013,814.67,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2014,771.92,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2015,870.00,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2016,911.00,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2017,896.00,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2018,902.00,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2019,953.26,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2020,999.60,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2021,984.05,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2022,973.58,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2023,1019.24,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Netherlands,2024,1009.16,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2014,106.10,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2015,103.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2016,99.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2017,99.00,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2018,102.20,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2019,96.10,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2020,99.90,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2021,99.60,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2022,93.00,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2023,96.70,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Norway,2024,106.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2013,732.28,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2014,743.74,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2015,772.67,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2016,805.99,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2017,840.63,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2018,855.59,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2019,867.95,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2020,893.78,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2021,919.71,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2022,925.74,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2023,976.16,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Poland,2024,1024.10,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2013,69.95,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2014,73.37,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2015,73.34,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2016,75.03,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2017,78.62,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2018,80.14,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2019,84.48,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2020,80.74,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2021,83.64,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2022,86.85,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2023,82.01,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Portugal,2024,87.06,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2013,70.48,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2014,74.65,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2015,81.65,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2016,87.58,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2017,91.07,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2018,96.24,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2019,96.40,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2020,97.36,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2021,98.82,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2022,102.79,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2023,102.43,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Romania,2024,109.95,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2014,33.75,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2015,40.74,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2016,44.36,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2017,50.09,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2018,53.10,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2020,53.37,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2021,53.30,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2022,51.23,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2023,47.81,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Serbia,2024,52.38,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2013,88.97,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2014,88.12,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2015,90.24,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2016,87.25,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2017,82.66,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2018,81.84,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2019,81.70,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2020,83.48,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2021,84.20,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2022,78.47,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2023,79.44,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Sweden,2024,82.24,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2013,15.98,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2014,16.64,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2015,15.16,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2016,15.22,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2017,16.59,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2018,16.23,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2019,15.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2020,15.56,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2021,15.48,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2022,15.83,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2023,15.46,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovenia,2024,16.83,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2013,32.92,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2014,33.27,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2015,35.76,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2016,38.29,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2017,40.31,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2018,42.72,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2019,43.30,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2020,43.29,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2021,44.34,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2022,42.28,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2023,,,C
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Slovakia,2024,45.85,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2013,598.92,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2014,631.10,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2015,665.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2016,657.70,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2017,687.20,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2018,753.20,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2019,696.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2020,756.60,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2021,754.80,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2022,713.61,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2023,795.47,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,Türkiye,2024,844.02,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,United Kingdom,2013,348.56,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,United Kingdom,2014,372.53,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,United Kingdom,2015,396.99,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,United Kingdom,2016,441.53,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,United Kingdom,2017,456.84,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,United Kingdom,2018,465.09,,
ESTAT:TAG00040(1.0),07/10/25 23:00:00,Annual,Products obtained (1 000 t),Cheese,United Kingdom,2019,461.53,,
