STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BE,Belgium,2010,,28040,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BE,Belgium,2013,,24950,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BE,Belgium,2016,,21850,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BE,Belgium,2020,,20120,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BE,Belgium,2023,,19300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BG,Bulgaria,2010,,322170,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BG,Bulgaria,2013,,236600,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BG,Bulgaria,2016,,175340,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BG,Bulgaria,2020,,108400,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,BG,Bulgaria,2023,,94280,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CH,Switzerland,2010,,63600,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CH,Switzerland,2016,,54610,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CY,Cyprus,2010,,32050,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CY,Cyprus,2013,,29340,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CY,Cyprus,2016,,26020,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CY,Cyprus,2020,,23830,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CY,Cyprus,2023,,21400,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CZ,Czechia,2010,,44700,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CZ,Czechia,2013,,42970,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CZ,Czechia,2016,,42270,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CZ,Czechia,2020,,40670,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,CZ,Czechia,2023,,42070,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DE,Germany,2010,,262400,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DE,Germany,2013,,238210,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DE,Germany,2016,,211550,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DE,Germany,2020,,208080,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DE,Germany,2023,,192460,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DK,Denmark,2010,,21040,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DK,Denmark,2013,,21300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DK,Denmark,2016,,18190,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DK,Denmark,2020,,18930,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,DK,Denmark,2023,,24220,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EE,Estonia,2010,,24140,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EE,Estonia,2013,,19350,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EE,Estonia,2016,,15650,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EE,Estonia,2020,,11710,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EE,Estonia,2023,,10050,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EL,Greece,2010,,489350,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EL,Greece,2013,,472670,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EL,Greece,2016,,445320,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EL,Greece,2020,,499270,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EL,Greece,2023,,472120,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,ES,Spain,2010,,786660,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,ES,Spain,2013,,504320,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,ES,Spain,2016,,555880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,ES,Spain,2020,,471620,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,ES,Spain,2023,,443560,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,10703270,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,9279200,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,8239170,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,6618820,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,6285590,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU27_2020,European Union - 27 countries (from 2020),2010,,10809300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU27_2020,European Union - 27 countries (from 2020),2013,,9154330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU27_2020,European Union - 27 countries (from 2020),2016,,8115410,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU27_2020,European Union - 27 countries (from 2020),2020,,6618820,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,EU27_2020,European Union - 27 countries (from 2020),2023,,6285590,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FI,Finland,2010,,44490,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FI,Finland,2013,,40020,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FI,Finland,2016,,75400,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FI,Finland,2020,,30590,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FI,Finland,2023,,26890,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FR,France,2010,,345320,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FR,France,2013,,271260,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FR,France,2016,,258520,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FR,France,2020,,219850,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,FR,France,2023,,208180,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HR,Croatia,2010,,234890,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HR,Croatia,2013,,173050,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HR,Croatia,2016,,134610,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HR,Croatia,2020,,135420,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HR,Croatia,2023,,115370,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HU,Hungary,2010,,528370,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HU,Hungary,2013,,481470,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HU,Hungary,2016,,339550,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HU,Hungary,2020,,176160,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,HU,Hungary,2023,,132300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IE,Ireland,2010,,74730,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IE,Ireland,2013,,74090,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IE,Ireland,2016,,71520,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IE,Ireland,2020,,73560,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IE,Ireland,2023,,98300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IS,Iceland,2010,,2150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IS,Iceland,2020,,830,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IT,Italy,2010,,1459200,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IT,Italy,2013,,866840,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IT,Italy,2016,,691150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IT,Italy,2020,,555900,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,IT,Italy,2023,,585650,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LT,Lithuania,2010,,186890,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LT,Lithuania,2013,,143530,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LT,Lithuania,2016,,115860,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LT,Lithuania,2020,,106740,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LT,Lithuania,2023,,92830,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LU,Luxembourg,2010,,1630,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LU,Luxembourg,2013,,1510,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LU,Luxembourg,2016,,1420,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LU,Luxembourg,2020,,1390,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LU,Luxembourg,2023,,1400,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LV,Latvia,2010,,91110,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LV,Latvia,2013,,82690,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LV,Latvia,2016,,76450,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LV,Latvia,2020,,71500,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,LV,Latvia,2023,,67510,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,ME,Montenegro,2010,,39170,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,MK,North Macedonia,2013,,190050,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,MT,Malta,2010,,4000,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,MT,Malta,2013,,3020,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,MT,Malta,2016,,3350,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,MT,Malta,2020,,1410,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,MT,Malta,2023,,2300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NL,Netherlands,2010,,76150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NL,Netherlands,2013,,61370,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NL,Netherlands,2016,,56830,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NL,Netherlands,2020,,56350,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NL,Netherlands,2023,,60290,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NO,Norway,2010,,42990,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NO,Norway,2013,,44110,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NO,Norway,2016,,37870,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,NO,Norway,2020,,20560,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PL,Poland,2010,,1721310,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PL,Poland,2013,,1625930,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PL,Poland,2016,,1331140,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PL,Poland,2020,,1124290,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PL,Poland,2023,,985580,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PT,Portugal,2010,,323890,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PT,Portugal,2013,,279500,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PT,Portugal,2016,,260500,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PT,Portugal,2020,,283370,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,F,Females,TOTAL,Total,PER,Person,PT,Portugal,2023,,269460,,,,,
