STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,training,Training,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EL,Greece,2016,,0.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EL,Greece,2020,,0.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EL,Greece,2023,,0.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,ES,Spain,2005,,1.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,ES,Spain,2010,,1.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,ES,Spain,2013,,1.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,ES,Spain,2016,,1.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,ES,Spain,2020,,4.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,ES,Spain,2023,,5.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,12.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,7.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,8.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,9.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,10.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,9.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,6.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,8.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,8.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,10.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,9.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FI,Finland,2005,,7.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FI,Finland,2010,,9.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FI,Finland,2013,,10.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FI,Finland,2016,,11.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FI,Finland,2020,,11.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FI,Finland,2023,,13.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FR,France,2005,,43.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FR,France,2010,,21.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FR,France,2013,,29.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FR,France,2016,,34.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FR,France,2020,,38.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,FR,France,2023,,20.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HR,Croatia,2010,,2.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HR,Croatia,2013,,2.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HR,Croatia,2016,,2.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HR,Croatia,2020,,2.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HR,Croatia,2023,,2.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HU,Hungary,2005,,8.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HU,Hungary,2010,,3.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HU,Hungary,2013,,3.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HU,Hungary,2016,,4.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HU,Hungary,2020,,9.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,HU,Hungary,2023,,10.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IE,Ireland,2005,,13.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IE,Ireland,2010,,15.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IE,Ireland,2013,,24.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IE,Ireland,2016,,25.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IE,Ireland,2020,,22.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IE,Ireland,2023,,6.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IS,Iceland,2010,,28.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IS,Iceland,2020,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IT,Italy,2005,,3.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IT,Italy,2010,,4.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IT,Italy,2013,,6.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IT,Italy,2016,,6.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IT,Italy,2020,,6.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,IT,Italy,2023,,7.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LT,Lithuania,2005,,11.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LT,Lithuania,2010,,12.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LT,Lithuania,2013,,15.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LT,Lithuania,2016,,16.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LT,Lithuania,2020,,13.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LT,Lithuania,2023,,14.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LU,Luxembourg,2005,,42.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LU,Luxembourg,2010,,45.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LU,Luxembourg,2013,,50.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LU,Luxembourg,2016,,53.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LU,Luxembourg,2020,,53.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LU,Luxembourg,2023,,50.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LV,Latvia,2005,,21.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LV,Latvia,2010,,26.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LV,Latvia,2013,,28.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LV,Latvia,2016,,31.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LV,Latvia,2020,,29.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,LV,Latvia,2023,,29.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,ME,Montenegro,2010,,1.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,MK,North Macedonia,2013,,1.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,MT,Malta,2005,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,MT,Malta,2010,,1.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,MT,Malta,2013,,0.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,MT,Malta,2016,,1.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,MT,Malta,2020,,1.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,MT,Malta,2023,,0.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NL,Netherlands,2005,,4.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NL,Netherlands,2010,,6.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NL,Netherlands,2013,,7.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NL,Netherlands,2016,,9.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NL,Netherlands,2020,,62.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NL,Netherlands,2023,,63.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NO,Norway,2005,,39.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NO,Norway,2010,,15.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NO,Norway,2013,,10.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NO,Norway,2016,,12.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,NO,Norway,2020,,3.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PL,Poland,2005,,16.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PL,Poland,2010,,24.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PL,Poland,2013,,27.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PL,Poland,2016,,27.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PL,Poland,2020,,26.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PL,Poland,2023,,28.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PT,Portugal,2005,,1.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PT,Portugal,2010,,1.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PT,Portugal,2013,,2.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PT,Portugal,2016,,2.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PT,Portugal,2020,,2.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,PT,Portugal,2023,,4.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,RO,Romania,2005,,1.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,RO,Romania,2010,,0.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,RO,Romania,2013,,0.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,RO,Romania,2016,,0.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,RO,Romania,2020,,0.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,RO,Romania,2023,,1.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,RS,Serbia,2010,,1.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SE,Sweden,2005,,17.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SE,Sweden,2010,,16.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SE,Sweden,2013,,19.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SE,Sweden,2016,,21.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SE,Sweden,2020,,22.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SE,Sweden,2023,,22.7,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SI,Slovenia,2005,,6.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SI,Slovenia,2010,,8.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SI,Slovenia,2013,,11.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SI,Slovenia,2016,,14.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,TOTAL,Total,PC,Percentage,SI,Slovenia,2020,,28.7,,,,,
